ID,BILL_SEPT,BILL_AUG,BILL_JULY,BILL_JUNE,BILL_MAY,BILL_APRIL,PAY_SEPT,PAY_AUG,PAY_JULY,PAY_JUNE,PAY_MAY,PAY_APRIL,AGE,SEX,EDUCATION,MARRIAGE,DEFAULT
276,68699,69120,68376,30163,14310,15085,4483,12496,3268,3000,3000,2000,36,Female,University,Single,NO
277,171,2715,-13,2641,-10,22535,2728,0,2654,0,22545,0,40,Male,Graduate School,Married,Yes
278,1156,316,316,316,316,316,316,316,316,316,316,316,26,Female,Graduate School,Single,NO
279,50859,50462,50654,20046,20067,19703,2007,2199,691,707,703,697,33,Male,High School,Married,NO
280,103109,102594,97109,99029,100871,101299,4000,4500,5000,4000,5000,4400,31,Female,University,Married,NO
281,1512,2458,664,1814,0,0,1000,664,1500,0,0,0,27,Female,Graduate School,Single,NO
282,127543,109189,92630,69669,44149,43414,10063,5162,10150,44299,43509,31031,44,Male,University,Married,NO
283,163935,153152,147032,122196,103692,70204,7722,6091,3563,3605,3000,3211,30,Female,High School,Single,NO
284,53494,52656,52600,52336,55831,56265,4173,3000,2025,5000,3000,3000,28,Female,Graduate School,Single,NO
285,195126,88743,92195,94814,98182,98457,5000,5000,5000,5000,4000,5000,32,Female,High School,Married,NO
286,110346,41986,21874,20076,16171,586,41986,21874,20076,16171,586,19777,46,Female,Graduate School,Married,NO
287,60502,62804,62769,62683,63663,46549,3276,2026,2000,2000,2000,2502,38,Male,Graduate School,Single,NO
288,180641,181557,149944,113135,105280,97622,8610,6907,3727,3800,4001,2701,46,Female,University,Married,NO
289,70896,71678,70125,69856,69718,51365,3472,2092,2000,2127,1960,1559,25,Female,University,Single,Yes
290,8751,9900,10605,10765,11765,4311,1295,1000,1000,1000,1000,1000,46,Female,University,Married,NO
291,898,898,325,898,325,-339603,898,325,898,325,0,345293,33,Male,Graduate School,Single,Yes
292,0,0,0,0,0,0,0,0,0,0,0,0,22,Female,University,Single,Yes
293,1700,2610,1914,2182,2000,2566,1100,0,300,0,600,0,43,Male,University,Married,NO
294,7015,10227,9560,9901,9963,10182,3507,0,500,370,393,700,27,Male,University,Single,Yes
295,0,0,0,0,0,0,0,0,0,0,0,1500,29,Male,Graduate School,Single,NO
296,194353,197344,186292,133345,133634,133990,9000,7465,4715,4804,5141,5300,31,Male,Graduate School,Single,NO
297,1686,657,2179,1423,0,1820,657,2319,1423,0,1820,2496,29,Female,University,Married,NO
298,143225,142996,144415,148190,147993,131629,6483,5082,6000,5900,4544,4700,36,Female,University,Married,NO
299,58983,60788,63225,29701,30172,30771,2755,3463,1300,1100,1100,2000,36,Female,Graduate School,Married,NO
300,0,0,13001,12601,19595,203,0,13001,0,19595,203,0,34,Male,Graduate School,Single,Yes
301,99209,98222,67185,66926,66796,64513,3490,2332,2314,2365,2497,2305,37,Male,University,Single,NO
302,0,0,0,0,0,0,0,0,0,0,162000,0,36,Female,Graduate School,Single,NO
303,49941,51213,12104,12898,13687,14458,2400,1206,1000,1000,1000,1000,40,Female,High School,Married,NO
304,11968,14564,27820,15824,15761,12510,2800,0,4000,1700,1000,2000,25,Female,Graduate School,Single,Yes
305,871,665,960,4242,4084,7414,665,960,3908,1014,3500,2880,27,Female,Graduate School,Single,NO
306,432,3220,5704,1256,1848,400,3220,5904,0,3000,0,0,26,Female,University,Single,NO
307,10483,23956,0,8500,4590,0,23962,0,8500,4590,0,0,36,Female,University,Married,NO
308,0,5215,0,0,0,0,5215,0,0,0,0,0,27,Female,University,Married,NO
309,9720,10613,11339,12841,13836,14514,1200,1200,2000,1500,1500,1500,55,Male,High School,Married,Yes
310,20847,13801,14366,4889,273,11736,13809,14583,4889,273,13557,0,27,Female,Graduate School,Single,NO
311,3697,3600,1354,5322,5103,2077,1000,1354,5322,6,2386,9085,38,Female,University,Married,NO
312,143301,146333,147042,127814,130331,132845,7000,5000,5000,4900,5000,5100,34,Female,University,Married,NO
313,10934,13738,16567,10411,13057,14340,3000,3100,0,3000,1500,0,40,Male,Graduate School,Single,NO
314,52439,51040,56205,54723,58657,59983,0,6000,0,5000,2286,3000,49,Female,High School,Married,Yes
315,55734,52557,33415,28776,17580,6441,1631,1286,200,645,909,200,27,Male,Graduate School,Single,NO
316,49507,33282,34312,17277,17808,19346,1970,2000,618,809,2000,616,23,Male,University,Single,Yes
317,47819,48947,50330,50894,52175,53652,2200,2500,2000,2100,2500,2200,36,Female,University,Single,NO
318,0,165,526,452,397,485,165,526,452,397,485,459,53,Female,High School,Married,NO
319,48522,50955,29516,29742,29898,24883,3754,1,1070,1030,863,654,46,Female,High School,Married,NO
320,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,29,Male,University,Single,NO
321,58362,56598,51908,48647,47862,47969,2500,0,2000,2000,1854,2000,29,Male,University,Single,Yes
322,172180,180140,166281,155628,145645,103263,21105,5461,5000,5849,2732,50000,27,Female,Graduate School,Single,NO
323,1399,2441,3865,7476,8384,8085,1070,1500,3666,2477,1306,1000,24,Male,University,Single,NO
324,26361,18826,1100,2100,767,6173,1710,1100,1000,767,6173,1000,28,Female,University,Married,Yes
325,93029,94054,91834,95631,100123,100738,10000,7000,10000,10000,10000,10000,32,Female,University,Single,NO
326,0,0,38013,40555,45075,37056,0,38013,3000,5000,3000,3000,43,Male,University,Single,NO
327,650,650,325,950,475,325,325,0,950,0,325,325,41,Female,University,Married,Yes
328,24898,27976,27233,30184,29566,30225,3800,0,3720,0,1300,1291,34,Female,University,Married,Yes
329,50396,44665,8300,2190,24599,7416,44665,8321,2190,24599,7416,77195,55,Male,University,Married,NO
330,99855,102586,100064,104975,107147,109428,5200,0,8100,4000,4200,4200,40,Male,Graduate School,Married,NO
331,-179,505,189,6773,23209,16893,1000,0,6900,24000,17000,2500,37,Female,University,Married,Yes
332,9559,12394,11883,9826,10167,12685,3000,0,500,500,2700,500,40,Female,University,Single,Yes
333,10540,10232,11237,11427,20973,31857,0,1483,673,10000,11540,7000,28,Female,Graduate School,Single,NO
334,0,0,0,0,1600,78388,0,0,0,1600,78388,0,43,Female,University,Married,NO
335,20571,19089,19658,19453,19108,18868,1323,1600,830,700,674,376,27,Male,Graduate School,Single,NO
336,143464,146943,151905,153538,156664,160361,5795,7408,5645,5753,6370,5865,28,Female,Graduate School,Single,NO
337,156882,160246,159988,158114,158762,159108,10000,8000,6000,7000,7000,6000,30,Female,Graduate School,Single,NO
338,390,0,0,0,0,0,0,0,0,0,0,0,31,Female,University,Single,NO
339,46512,47716,49675,30929,30078,29170,1974,4406,1061,1073,1046,1047,31,Female,University,Married,Yes
340,882,6531,6313,1100,1330,830,6900,5037,1100,1330,3800,2037,34,Female,Graduate School,Single,NO
341,92,92,92,0,92,0,92,92,0,92,0,1883,30,Female,University,Single,NO
342,5916,6172,4123,680,978,978,1212,1200,0,978,0,0,36,Male,University,Single,NO
343,2393,183,4847,20183,24815,24248,0,4872,20183,5000,0,1000,29,Female,Graduate School,Single,NO
344,274731,281713,242063,122295,-1005,1005,11000,145000,26000,0,101005,1898,39,Male,Graduate School,Married,NO
345,145403,138232,130553,105894,108248,106517,5440,5051,3835,4106,4250,4028,26,Female,Graduate School,Single,NO
346,3097,-707,-2697,2303,6182,1654,0,0,5000,5000,1500,13000,29,Female,Graduate School,Single,NO
347,1370,4192,4159,3542,1980,3980,4210,4159,1000,1080,2000,1525,26,Female,University,Single,NO
348,47081,49316,50409,45545,39963,41145,3000,2000,2000,2000,2000,2000,29,Female,University,Single,Yes
349,138119,137950,140254,139679,141748,142174,6600,6500,5100,5300,6000,5000,31,Female,University,Single,NO
350,17893,19012,20123,20222,20796,19844,1411,1522,621,795,715,1000,26,Female,University,Single,Yes
351,39128,20473,1940,1940,0,23101,1541,4200,0,0,23101,3000,26,Male,Graduate School,Single,NO
352,-14386,-13543,3432,-3684,0,1386,10118,47015,0,4000,100000,10000,36,Male,Graduate School,Married,NO
353,0,0,0,0,0,0,0,0,0,0,0,0,30,Male,Graduate School,Single,Yes
354,77057,78102,58501,51042,19036,19414,3177,2600,3000,1691,695,882,43,Female,University,Single,NO
355,15899,18720,18122,18530,19089,18856,3400,0,1000,1001,634,638,58,Male,High School,Married,NO
356,27679,28422,29650,29981,30419,31127,1481,2000,1100,1200,1500,1500,45,Male,University,Married,Yes
357,141315,128940,124226,113133,113966,103360,6349,5834,3870,4000,3825,3520,26,Female,University,Single,NO
358,194314,179206,193992,174675,171253,169121,9010,35000,5000,6000,5000,4400,34,Male,University,Single,NO
359,83755,77431,79044,80631,82333,84462,3000,2900,2900,3000,3500,4000,24,Female,Others,Single,NO
360,49657,291,51058,2351,34039,291,291,51058,35696,34039,291,291,34,Male,Graduate School,Married,NO
361,507726,509229,499936,505507,484612,419643,10000,0,14000,16500,16000,19000,23,Female,University,Single,Yes
362,71305,71151,72029,72849,74374,74610,2589,2568,2570,2661,2781,2500,30,Female,University,Single,NO
363,45734,44741,43562,44039,45008,25775,0,0,1262,1358,1275,1590,32,Male,University,Single,NO
364,0,0,2066,2000,216,216,0,2066,0,216,216,66,40,Male,Graduate School,Married,Yes
365,761,300,399,665,576,613,300,399,665,576,613,520,35,Female,Graduate School,Single,NO
366,-9,1520,1488,0,3965,8676,1529,1507,0,3965,8676,384,56,Female,University,Married,NO
367,47166,49396,50476,23319,23171,24774,3000,2237,975,1000,2000,1039,61,Female,University,Married,NO
368,2887,1923,2989,2813,2008,2132,0,1500,0,0,150,0,24,Male,University,Single,NO
369,0,0,0,0,0,0,0,0,0,0,0,0,40,Male,Graduate School,Married,NO
370,20631,20010,19703,11084,10918,10985,0,1168,384,390,632,616,32,Female,University,Married,Yes
371,83538,0,0,0,0,0,0,0,0,0,0,0,36,Male,University,Married,Yes
372,99,2977,15086,8578,13028,21712,2977,15086,9123,13028,29712,50000,30,Male,Graduate School,Single,NO
373,34302,35089,43449,42451,49718,48767,1640,9000,0,8000,0,2000,34,Female,Graduate School,Single,NO
374,22987,22298,22352,23221,24339,25943,2500,2000,1500,4000,2000,0,54,Male,High School,Others,NO
375,173267,174590,175233,106288,28089,178719,8100,5299,3305,5040,160719,7000,46,Male,Graduate School,Married,NO
376,19143,20168,21229,21495,21800,22437,1640,1700,915,800,1000,1961,58,Male,High School,Married,NO
377,20518,19901,20905,21509,25183,24242,0,1342,946,4200,0,1000,43,Male,University,Married,NO
378,10833,14446,7609,4991,3400,3745,14000,3855,4991,3600,5500,4000,28,Female,Graduate School,Single,NO
379,69937,71906,43308,44584,47842,49888,3500,3000,2000,4000,3000,10000,30,Male,Graduate School,Single,NO
380,20526,15129,15093,9577,11139,12487,2000,3000,327,3000,3000,5000,31,Male,University,Single,Yes
381,89055,90780,70947,72367,73875,75355,4200,2575,2600,2674,2701,5750,29,Female,University,Single,NO
382,1894,3200,3381,3559,1948,2415,1500,400,200,500,500,400,37,Female,University,Married,Yes
383,100594,78372,91502,90859,88616,88450,3000,30000,4000,4000,3400,3300,36,Male,High School,Married,NO
384,2948,3848,5646,5464,5577,5889,1105,1903,0,296,500,95,28,Female,University,Single,Yes
385,22619,31429,27923,25280,0,0,10010,1209,579,0,0,6305,25,Male,University,Single,NO
386,338106,342904,344464,240865,234939,240176,15000,14000,9000,8500,9000,8300,42,Female,Others,Married,NO
387,0,80000,0,0,0,0,80000,0,0,0,0,0,29,Female,Graduate School,Single,NO
388,63144,65631,68875,70646,72870,75018,3500,4330,3500,3500,3500,5100,73,Male,High School,Married,Yes
389,153249,154049,156523,159653,162866,157759,7900,6500,5700,5700,5700,5334,43,Male,University,Married,NO
390,1131,291,582,291,0,291,291,582,0,0,130291,651,30,Male,Graduate School,Married,Yes
391,0,0,0,0,0,0,0,0,0,0,0,0,38,Male,Graduate School,Married,NO
392,-1312,35918,37297,37154,32581,33316,38621,2000,1130,922,1011,5000,39,Female,University,Married,Yes
393,103797,91989,87720,76218,72090,71620,4400,4013,3011,3000,3001,2653,44,Male,University,Married,NO
394,20110,17102,18862,19996,21214,21085,3000,3000,3000,3500,2000,2000,29,Female,University,Single,NO
395,38000,25000,0,0,0,0,25000,0,0,0,0,0,51,Male,Graduate School,Married,NO
396,142428,144105,143952,142590,142650,142620,10000,10000,6000,6000,6000,5600,27,Female,Graduate School,Single,NO
397,40810,42653,42351,43011,43011,28947,2502,1200,860,0,579,0,38,Male,Graduate School,Single,NO
398,0,0,0,848,0,632,0,0,848,0,632,0,22,Female,University,Single,NO
399,104701,106134,108423,91143,82733,74125,4002,5000,3500,3000,2700,5000,30,Female,University,Married,NO
400,120298,120822,109887,116313,119311,117167,4007,0,8272,5000,0,4400,25,Female,University,Single,NO
401,156362,132280,99174,65372,28797,184922,5233,3289,2072,3018,184922,6100,29,Male,Graduate School,Single,NO
402,41322,29091,28097,28665,28768,29064,1488,1394,962,1500,2541,2000,42,Female,High School,Others,NO
403,1464,2084,384,0,2344,822,2091,384,0,2344,0,472,41,Male,Graduate School,Single,Yes
404,27879,28870,27806,25142,25667,26179,1774,1710,1046,1079,1089,2244,48,Male,University,Married,NO
405,160432,163916,159676,166893,170098,153800,7500,0,11558,5800,0,5654,29,Female,Graduate School,Single,Yes
406,3858,2690,3410,0,0,82150,2690,3487,0,0,85900,396,52,Male,Graduate School,Married,NO
407,26476,21393,0,0,0,0,6000,0,0,0,0,0,25,Female,University,Married,NO
408,507062,491956,430637,376657,356636,303510,325,15296,12137,12312,14113,10526,37,Male,Graduate School,Married,NO
409,55607,62893,59001,61565,59508,66541,11404,8232,10450,9697,16477,11341,27,Female,Graduate School,Single,NO
410,168382,175646,180650,182672,168399,167983,10000,8000,6371,6217,5947,6288,31,Male,Graduate School,Single,NO
411,29332,28577,30805,31601,32349,32965,0,2709,1600,1400,1300,1200,23,Female,Graduate School,Single,Yes
412,190,0,0,367,-150,-150,0,0,367,150,0,0,38,Female,Graduate School,Married,NO
413,0,0,2809,4595,792,3404,0,2809,4606,792,3404,0,32,Female,Graduate School,Married,NO
414,13668,12647,13135,10596,9218,5068,0,1064,423,313,1000,4641,27,Female,University,Single,Yes
415,14867,26665,199960,9033,19371,22593,26734,199982,9033,19371,22593,2000,41,Female,High School,Married,NO
416,22500,5000,0,0,0,0,5000,0,0,0,0,640,35,Female,High School,Married,NO
417,7184,14845,1097,0,0,160,17507,1102,0,0,160,1103,31,Female,Graduate School,Single,NO
418,14811,16262,17286,17895,19450,18990,2000,1600,1200,2000,0,1000,30,Female,Graduate School,Single,NO
419,44338,43048,35639,18753,19091,19548,3629,3332,2000,2000,2000,2500,48,Male,University,Married,NO
420,0,0,0,0,0,0,0,0,0,0,0,0,36,Female,Graduate School,Single,Yes
421,25265,26354,27710,27959,30002,29371,1500,1800,1007,2500,0,1800,24,Male,Graduate School,Single,NO
422,169661,167199,158520,156977,157963,151936,8071,9021,7013,6013,6028,6010,29,Female,Graduate School,Single,NO
423,10237,2795,1350,371,2980,0,2795,1350,371,2980,0,2213,38,Female,University,Single,NO
424,104978,105924,102663,97090,98045,105253,4500,0,3500,3500,9000,0,38,Male,University,Married,Yes
425,192586,197967,201666,205798,196698,190306,10000,7143,7306,6303,6429,6000,30,Female,University,Married,NO
426,11262,0,0,0,0,0,0,0,0,0,0,0,32,Female,University,Married,NO
427,9551,12081,13087,12583,15327,16414,3000,1500,0,3123,1500,1000,49,Female,High School,Single,Yes
428,199,199,199,398,199,199,199,199,398,0,199,398,31,Female,Graduate School,Single,Yes
429,70119,68536,66601,29401,28949,29795,3600,1646,600,28468,1327,1000,27,Male,Graduate School,Single,NO
430,212601,177946,119362,117766,68791,66167,6000,4500,5000,3000,3000,3000,33,Female,University,Single,NO
431,91894,71732,73241,74424,76070,77648,3200,3300,3000,3001,3000,3100,25,Female,University,Single,NO
432,304867,299998,300426,292869,292885,281826,13007,10612,10041,11000,10512,7000,27,Female,Graduate School,Single,Yes
433,48123,49537,50422,50990,52014,53206,2500,2500,2000,2000,2057,2500,29,Female,Graduate School,Single,NO
434,159760,162189,166127,169365,168755,167964,6422,6565,5951,6006,5894,5946,36,Female,Graduate School,Married,NO
435,9210,8485,17231,1770,0,0,6015,17454,1775,0,0,0,55,Male,High School,Married,NO
436,234752,233036,229286,217644,223690,221413,10000,8000,0,16000,8000,0,32,Female,University,Married,Yes
437,14072,0,0,300,150,150,0,0,300,0,150,200,27,Female,Graduate School,Single,NO
438,61807,62499,62162,60605,60272,60145,2300,2200,2300,2200,2300,2300,37,Male,High School,Married,NO
439,51044,50231,46677,44982,21399,20859,2500,3008,1000,761,800,704,25,Female,Graduate School,Married,NO
440,77024,73281,57806,37642,46235,47110,3212,1600,956,40000,1800,1700,23,Female,Graduate School,Single,Yes
441,350,350,400,1695,12645,12584,350,400,1695,11300,485,2400,23,Male,University,Single,NO
442,83831,85586,87289,91451,93381,89522,4000,4037,6500,3500,0,3200,32,Male,Graduate School,Single,NO
443,0,0,945,0,197,2995,0,945,0,197,2995,0,26,Female,Graduate School,Single,NO
444,122923,124653,126355,114881,117213,124793,5704,5930,4000,4003,10033,4400,27,Female,Graduate School,Single,NO
445,246135,231443,234557,200643,194410,198857,12026,9010,7400,8000,8000,7000,44,Male,Graduate School,Single,Yes
446,37304,33304,29254,24875,20329,15602,1600,1500,1100,1000,600,500,34,Male,University,Single,NO
447,146433,107604,89902,90983,82255,83988,4500,4400,3000,2400,2500,2500,28,Female,Graduate School,Single,NO
448,46122,1260,29366,5400,0,1599,1260,29366,54,0,1599,0,53,Female,Graduate School,Married,NO
449,38564,38246,32253,30384,30900,0,5000,1485,1956,1500,0,2102,42,Male,Others,Married,NO
450,96304,98007,82227,65000,60848,58880,4505,12906,0,2210,2300,5200,30,Female,High School,Married,NO
451,0,0,0,0,0,0,0,0,0,0,0,0,51,Male,Graduate School,Married,Yes
452,467150,458862,469703,447130,440982,434715,0,18000,16000,16000,21000,20000,53,Male,Graduate School,Married,Yes
453,255691,262736,36638,122388,127402,131074,14000,5022,130000,7000,6000,6000,37,Male,University,Single,NO
454,156786,179,1443,1443,1443,871,179,1443,1443,1443,871,2015,26,Female,Graduate School,Single,NO
455,78129,28202,78553,49340,48919,48443,2500,51432,1800,1800,1800,1700,42,Male,University,Single,NO
456,40034,36549,17431,15031,10600,5315,2027,1207,301,212,5315,4987,39,Male,University,Single,NO
457,71034,69329,74175,72383,77217,75820,0,6000,0,6000,0,6000,39,Male,High School,Single,NO
458,23974,24131,25326,25775,0,0,1800,1900,1300,0,0,0,32,Male,Graduate School,Single,NO
459,819,18163,5473,8162,6985,9130,18163,5654,12887,6985,9130,6554,41,Female,University,Married,NO
460,50927,39883,32017,17630,9730,6400,2100,1217,500,0,6400,4590,48,Male,University,Married,Yes
461,152510,151651,159019,123022,126075,126219,5657,10372,5000,5000,5000,5000,38,Female,University,Married,NO
462,1689,8638,5702,2980,1260,7868,8638,5723,2980,1260,7868,2198,36,Female,University,Married,NO
463,20807,99860,100000,3015,23473,1448,80000,3000,3015,23473,1148,4900,26,Female,University,Single,NO
464,30141,131255,110503,99283,97599,96116,120093,8034,3013,4010,5882,3000,28,Female,Graduate School,Single,NO
465,0,0,1991,0,0,150,0,1991,0,0,150,614,56,Female,High School,Others,NO
466,208459,206331,203813,201331,198999,191671,7536,7277,7100,7120,6844,6945,59,Male,Graduate School,Married,Yes
467,212795,211043,212759,218541,167743,165300,8909,7500,9000,6729,6000,7009,38,Male,Graduate School,Single,Yes
468,28114,28006,25000,22046,19860,19831,1610,1224,655,627,620,500,32,Male,University,Single,NO
469,59372,49677,49515,42568,48268,51481,10026,7241,50091,25000,5078,2132,38,Male,University,Married,NO
470,6160,3274,6190,307,2870,670,3276,6246,307,2870,670,1362,41,Female,Graduate School,Married,NO
471,355215,363325,373181,252195,257496,263018,13802,16525,8893,9229,10000,9435,35,Female,High School,Single,Yes
472,366193,372700,375948,195991,152127,155182,14020,13595,6243,6007,6061,6012,41,Female,University,Single,NO
